Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
4680	4929	5000	0.5019230769230769	0.5923399999999992	1.3343916138013203
9360	4943	5000	0.6245726495726496	0.6110724999999996	4.851980586846669
14040	4928	5000	0.6963675213675213	0.6214774999999995	8.11111325820287
18720	4932	5000	0.736965811965812	0.6317050000000007	10.155944585800171
23400	4926	5000	0.7666666666666667	0.6367874999999978	12.210487735271453
28080	4895	5000	0.7769230769230769	0.6400750000000005	14.297363988558452
32760	4912	5000	0.792094017094017	0.6428150000000006	17.274702469507854
37440	4913	5000	0.7944444444444444	0.6447724999999987	19.286418525377908
42120	4918	5000	0.7952991452991452	0.6450800000000009	21.165445609887442
46800	4923	5000	0.8081196581196581	0.6476100000000016	23.060552716255188
51480	4916	5000	0.8034188034188035	0.6490599999999994	25.002240228652955
56160	4908	5000	0.8134615384615385	0.6484474999999993	26.978343482812246
60840	4919	5000	0.8179487179487179	0.6476424999999971	28.901597066720328
65520	4918	5000	0.8286324786324787	0.6489749999999987	30.788660077253976
70200	4920	5000	0.8185897435897436	0.6515049999999993	32.92137521107991
74880	4905	5000	0.8247863247863247	0.6515525000000006	34.78423863252004
79560	4915	5000	0.8316239316239317	0.6529224999999986	36.62122914393743
84240	4903	5000	0.8269230769230769	0.6560600000000019	38.347244679927826
88920	4902	5000	0.8333333333333334	0.6567899999999999	40.07720062335332
93600	4904	5000	0.8391025641025641	0.6564674999999992	41.80368544260661
98280	4900	5000	0.8365384615384616	0.6560474999999975	43.5352654337883
