Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
64	30	32	0.6875	0.4895833333333333	7.64171282450358e-05
128	45	64	0.796875	0.484375	0.00017841657002766928
192	65	98	0.8125	0.48809523809523797	0.0003127018610636393
256	73	122	0.765625	0.49453551912568305	0.0004726250966389974
320	82	142	0.78125	0.5046948356807512	0.0006419062614440918
384	83	166	0.828125	0.5230923694779115	0.0008294185002644857
448	99	197	0.828125	0.5346869712351944	0.0010318438212076823
512	112	225	0.859375	0.5459259259259258	0.0012801527976989747
576	122	249	0.890625	0.544176706827309	0.0015556891759236655
640	130	275	0.890625	0.5436363636363634	0.0018366058667500815
704	135	299	0.890625	0.5457079152731323	0.0021148045857747396
768	141	325	0.90625	0.5558974358974356	0.002412593364715576
832	147	347	0.90625	0.5557156580211334	0.002734514077504476
896	154	371	0.90625	0.554806828391734	0.003058803081512451
960	154	383	0.921875	0.557006092254134	0.0033763806025187177
1024	159	402	0.9375	0.5572139303482587	0.003730777899424235
1088	162	418	0.9375	0.5582137161084529	0.004057113329569499
1152	164	438	0.96875	0.5566971080669713	0.004391332467397054
1216	172	464	0.96875	0.5574712643678161	0.004740532239278158
1280	177	488	0.984375	0.5590846994535517	0.005102908611297608
1344	181	506	1.0	0.5606060606060603	0.005472294489542643
1408	182	526	0.984375	0.5627376425855509	0.005839776992797851
1472	185	546	0.984375	0.5625763125763124	0.006235074996948242
1536	187	568	1.0	0.5622065727699528	0.00662160317103068
1600	194	590	1.0	0.5627118644067796	0.007019340991973877
1664	197	608	1.0	0.5633223684210524	0.007412099838256836
1728	201	632	1.0	0.5627637130801687	0.007822056611378988
1792	201	652	1.0	0.5626278118609406	0.008230443795522053
1856	205	672	1.0	0.5632440476190476	0.008645192782084147
1920	205	692	1.0	0.5631021194605009	0.009065914154052734
1984	206	716	1.0	0.5630819366852885	0.009482149283091228
2048	210	738	1.0	0.5639114724480577	0.009895428021748861
2112	211	762	1.0	0.5632108486439196	0.010314337412516276
2176	214	786	1.0	0.5623409669211197	0.010768640041351318
2240	218	806	1.0	0.5626550868486353	0.01120602289835612
2304	219	824	1.0	0.5620954692556636	0.011638220151265461
2368	221	846	1.0	0.5624507486209614	0.012068609396616617
2432	224	867	1.0	0.5628604382929643	0.012506107489267984
2496	225	887	1.0	0.5627583615182262	0.012944555282592774
2560	227	899	1.0	0.5626622172784576	0.013378326098124187
2624	232	921	1.0	0.561708288092653	0.013830427328745525
2688	233	941	1.0	0.5616365568544103	0.014293487866719563
2752	236	969	1.0	0.5615755073959409	0.014774493376413981
2816	240	993	1.0	0.5605908022826455	0.015270928541819254
2880	239	1000	1.0	0.5608333333333335	0.015838344891866047
2944	237	1000	1.0	0.5611666666666667	0.016366557280222575
3008	233	1000	1.0	0.5606666666666669	0.01689370075861613
3072	228	1000	1.0	0.5605000000000001	0.017407580216725668
3136	228	1000	1.0	0.5595000000000001	0.017912312348683675
3200	225	1000	1.0	0.5598333333333336	0.01842867930730184
3264	222	1000	1.0	0.5583333333333335	0.018936951955159504
3328	223	1000	1.0	0.5588333333333334	0.019498280684153237
3392	225	1000	1.0	0.5578333333333334	0.020031833648681642
3456	226	1000	1.0	0.5569999999999999	0.020521740118662517
3520	227	1000	1.0	0.5566666666666668	0.021013228098551433
3584	224	1000	1.0	0.5571666666666667	0.021547627449035645
3648	223	1000	1.0	0.5570000000000003	0.022042628129323324
3712	221	1000	1.0	0.5570000000000003	0.022557405630747478
3776	216	1000	1.0	0.556666666666667	0.023048941294352213
3840	218	1000	1.0	0.5555000000000002	0.02353348731994629
3904	218	1000	1.0	0.5543333333333336	0.02401524782180786
3968	220	1000	1.0	0.5535000000000002	0.024560976028442382
4032	217	1000	1.0	0.5530000000000003	0.02506774663925171
4096	213	1000	1.0	0.5530000000000003	0.02557453711827596
4160	216	1000	1.0	0.5530000000000003	0.026040259997049967
4224	216	1000	1.0	0.5525000000000001	0.026511470476786297
4288	216	1000	1.0	0.5523333333333335	0.026977165540059408
4352	213	1000	1.0	0.5518333333333334	0.027467886606852215
4416	211	1000	1.0	0.5516666666666667	0.02796475092569987
4480	212	1000	1.0	0.5516666666666667	0.02846302588780721
4544	210	1000	1.0	0.5515	0.028957358996073403
4608	212	1000	1.0	0.5508333333333334	0.029459106922149658
4672	208	1000	1.0	0.5498333333333335	0.029947972297668456
4736	207	1000	1.0	0.5498333333333334	0.030420136451721192
4800	207	1000	1.0	0.5496666666666666	0.030907078584035238
4864	209	1000	1.0	0.5496666666666667	0.03137389818827311
4928	210	1000	1.0	0.5500000000000002	0.03183762629826863
4992	209	1000	1.0	0.5495000000000002	0.03229877948760986
5056	210	1000	1.0	0.5500000000000003	0.03307767709096273
5120	211	1000	1.0	0.5500000000000002	0.0335921843846639
5184	212	1000	1.0	0.5493333333333336	0.03407923777898152
5248	218	1000	1.0	0.5491666666666668	0.03458258310953776
5312	216	1000	1.0	0.548666666666667	0.03506468137105306
5376	218	1000	1.0	0.5480000000000004	0.03555302222569783
5440	218	1000	1.0	0.5468333333333336	0.03608482281366984
5504	219	1000	1.0	0.5448333333333337	0.036600999037424725
5568	217	1000	1.0	0.5458333333333337	0.037099138895670576
5632	218	1000	1.0	0.5463333333333338	0.03761295874913533
5696	222	1000	1.0	0.5465000000000004	0.038118374347686765
5760	222	1000	1.0	0.5455000000000002	0.03864187399546305
5824	222	1000	1.0	0.5443333333333333	0.03919876019159953
